,article_id,prod_name,product_type_name,product_group_name,graphical_appearance_name,colour_group_name,garment_group_name,detail_desc,extra_description,product_in_natural_language
461,648935001,Velma maxi dress,Dress,Garment Full body,Solid,Black,Dresses Ladies,"Jersey maxi dress with a low-cut back with crossover straps, short cap sleeves, an elasticated seam at the waist and slits in the sides.","The name of this product is Velma maxi dress. It is a Garment Full body , more specifically it is a Black     Dresses Ladies, Dress. The graphical appearance of the product is Solid","The name of this product is Velma maxi dress. It is a Garment Full body , more specifically it is a Black     Dresses Ladies, Dress. The graphical appearance of the product is Solid 
 More details: 
Jersey maxi dress with a low-cut back with crossover straps, short cap sleeves, an elasticated seam at the waist and slits in the sides."
462,854004003,Siberian jacket,Jacket,Garment Upper body,Solid,Light Beige,Outdoor,"Boxy jacket in wide-wale cotton corduroy with a collar, large buttons at the front, patch pockets with a flap and button and a concealed side pocket at the front. Dropped shoulders and straight sleeves with adjustable tabs and buttons at the cuffs. Unlined.","The name of this product is Siberian jacket. It is a Garment Upper body , more specifically it is a Light Beige     Outdoor, Jacket. The graphical appearance of the product is Solid","The name of this product is Siberian jacket. It is a Garment Upper body , more specifically it is a Light Beige     Outdoor, Jacket. The graphical appearance of the product is Solid 
 More details: 
Boxy jacket in wide-wale cotton corduroy with a collar, large buttons at the front, patch pockets with a flap and button and a concealed side pocket at the front. Dropped shoulders and straight sleeves with adjustable tabs and buttons at the cuffs. Unlined."
463,697493002,PE RUTH CASHMERE TOP,Top,Garment Upper body,Solid,Off White,Unknown,"Fitted polo-neck jumper in airy, fine-knit wool containing some cashmere with long sleeves and raw edges at the cuffs and hem.","The name of this product is PE RUTH CASHMERE TOP. It is a Garment Upper body , more specifically it is a Off White     Unknown, Top. The graphical appearance of the product is Solid","The name of this product is PE RUTH CASHMERE TOP. It is a Garment Upper body , more specifically it is a Off White     Unknown, Top. The graphical appearance of the product is Solid 
 More details: 
Fitted polo-neck jumper in airy, fine-knit wool containing some cashmere with long sleeves and raw edges at the cuffs and hem."
464,734305002,Hunter SPEED,Trousers,Garment Lower body,Solid,Black,Trousers,"Joggers in cotton twill with a regular, elasticated drawstring waist, fake fly, side pockets, welt back pockets with a button and tapered legs with elasticated hems.","The name of this product is Hunter SPEED. It is a Garment Lower body , more specifically it is a Black     Trousers, Trousers. The graphical appearance of the product is Solid","The name of this product is Hunter SPEED. It is a Garment Lower body , more specifically it is a Black     Trousers, Trousers. The graphical appearance of the product is Solid 
 More details: 
Joggers in cotton twill with a regular, elasticated drawstring waist, fake fly, side pockets, welt back pockets with a button and tapered legs with elasticated hems."
465,499959002,JULEE FUR SCARF,Scarf,Accessories,Solid,Black,Accessories,"Tube scarf in soft faux fur. Width 25 cm, circumference 70 cm.","The name of this product is JULEE FUR SCARF. It is a Accessories , more specifically it is a Black     Accessories, Scarf. The graphical appearance of the product is Solid","The name of this product is JULEE FUR SCARF. It is a Accessories , more specifically it is a Black     Accessories, Scarf. The graphical appearance of the product is Solid 
 More details: 
Tube scarf in soft faux fur. Width 25 cm, circumference 70 cm."
466,588573003,Aberdeen,Trousers,Garment Lower body,Solid,Greenish Khaki,Trousers,"Pull-on trousers in cotton twill with an elasticated drawstring waist, side pockets and one back pocket. Tapered legs with decorative seams at the knees and ribbed hems.","The name of this product is Aberdeen. It is a Garment Lower body , more specifically it is a Greenish Khaki     Trousers, Trousers. The graphical appearance of the product is Solid","The name of this product is Aberdeen. It is a Garment Lower body , more specifically it is a Greenish Khaki     Trousers, Trousers. The graphical appearance of the product is Solid 
 More details: 
Pull-on trousers in cotton twill with an elasticated drawstring waist, side pockets and one back pocket. Tapered legs with decorative seams at the knees and ribbed hems."
467,708394002,MARY LS,Top,Garment Upper body,Solid,Light Pink,Jersey Fancy,"Fitted, off-the-shoulder top in soft jersey made from a viscose blend with a V-neck front and back and long sleeves.","The name of this product is MARY LS. It is a Garment Upper body , more specifically it is a Light Pink     Jersey Fancy, Top. The graphical appearance of the product is Solid","The name of this product is MARY LS. It is a Garment Upper body , more specifically it is a Light Pink     Jersey Fancy, Top. The graphical appearance of the product is Solid 
 More details: 
Fitted, off-the-shoulder top in soft jersey made from a viscose blend with a V-neck front and back and long sleeves."
468,790288001,Cozy tutu dress,Dress,Garment Full body,Placement print,Dark Pink,Jersey Fancy,"Dress in soft sweatshirt fabric with a press-stud on one shoulder, long raglan sleeves and a lined, glittery tulle skirt.","The name of this product is Cozy tutu dress. It is a Garment Full body , more specifically it is a Dark Pink     Jersey Fancy, Dress. The graphical appearance of the product is Placement print","The name of this product is Cozy tutu dress. It is a Garment Full body , more specifically it is a Dark Pink     Jersey Fancy, Dress. The graphical appearance of the product is Placement print 
 More details: 
Dress in soft sweatshirt fabric with a press-stud on one shoulder, long raglan sleeves and a lined, glittery tulle skirt."
469,564485008,Alison,Cardigan,Garment Upper body,Solid,Dark Red,Knitwear,"Cardigan in a soft knit with a shawl collar, dropped shoulders and no buttons.","The name of this product is Alison. It is a Garment Upper body , more specifically it is a Dark Red     Knitwear, Cardigan. The graphical appearance of the product is Solid","The name of this product is Alison. It is a Garment Upper body , more specifically it is a Dark Red     Knitwear, Cardigan. The graphical appearance of the product is Solid 
 More details: 
Cardigan in a soft knit with a shawl collar, dropped shoulders and no buttons."
470,737777001,Gainsbourg Coat,Coat,Garment Upper body,Check,Light Beige,Outdoor,"Knee-length, straight-cut coat in woven fabric with notch lapels, concealed press-studs down the front and welt front pockets. Unlined.","The name of this product is Gainsbourg Coat. It is a Garment Upper body , more specifically it is a Light Beige     Outdoor, Coat. The graphical appearance of the product is Check","The name of this product is Gainsbourg Coat. It is a Garment Upper body , more specifically it is a Light Beige     Outdoor, Coat. The graphical appearance of the product is Check 
 More details: 
Knee-length, straight-cut coat in woven fabric with notch lapels, concealed press-studs down the front and welt front pockets. Unlined."
471,841668002,Flirty Louise necklace,Necklace,Accessories,Solid,Gold,Accessories,Short thin metal chain necklace with round pendants in hammered metal. Adjustable length 41-48 cm.,"The name of this product is Flirty Louise necklace. It is a Accessories , more specifically it is a Gold     Accessories, Necklace. The graphical appearance of the product is Solid","The name of this product is Flirty Louise necklace. It is a Accessories , more specifically it is a Gold     Accessories, Necklace. The graphical appearance of the product is Solid 
 More details: 
Short thin metal chain necklace with round pendants in hammered metal. Adjustable length 41-48 cm."
472,402065038,OSCAR l/s tee SB,T-shirt,Garment Upper body,Stripe,Dark Blue,Jersey Basic,Long-sleeved top in organic cotton jersey with a ribbed neckline and a chest pocket.,"The name of this product is OSCAR l/s tee SB. It is a Garment Upper body , more specifically it is a Dark Blue     Jersey Basic, T-shirt. The graphical appearance of the product is Stripe","The name of this product is OSCAR l/s tee SB. It is a Garment Upper body , more specifically it is a Dark Blue     Jersey Basic, T-shirt. The graphical appearance of the product is Stripe 
 More details: 
Long-sleeved top in organic cotton jersey with a ribbed neckline and a chest pocket."
473,831714001,Jessie PU Shorts,Shorts,Garment Lower body,Treatment,Black,Shorts,"High-waisted shorts in imitation leather with pleats at the top and wide belt loops at the waist. Zip fly with a concealed hook-and-eye fastener, side pockets, a fake back pocket and sewn-in turn-ups at the hems. Soft, lightly brushed inside..","The name of this product is Jessie PU Shorts. It is a Garment Lower body , more specifically it is a Black     Shorts, Shorts. The graphical appearance of the product is Treatment","The name of this product is Jessie PU Shorts. It is a Garment Lower body , more specifically it is a Black     Shorts, Shorts. The graphical appearance of the product is Treatment 
 More details: 
High-waisted shorts in imitation leather with pleats at the top and wide belt loops at the waist. Zip fly with a concealed hook-and-eye fastener, side pockets, a fake back pocket and sewn-in turn-ups at the hems. Soft, lightly brushed inside.."
