"article_id","prod_name","product_type_name","product_group_name","graphical_appearance_name","colour_group_name","garment_group_name","detail_desc"
"0839135001","Cruise dress set","Dress","Garment Full body","Solid","Black","Jersey Fancy","Set with a sleeveless dress and a top in soft jersey. A-line dress with narrow shoulder straps. Top with short, overlocked sleeves."
"0896685003","1 pk bamboo sock","Socks","Socks & Tights","Solid","Black","Socks and Tights","Socks in a soft, jacquard-knit bamboo blend with wide elastication at the tops."
"0736087002","Flirty Charm hoop pk","Earring","Accessories","Solid","Silver","Accessories","Metal hoop earrings in various sizes with pendants in various designs. Diameter 2 cm and 1.5 cm."
"0560214003","Love Shack tanga","Swimwear bottom","Swimwear","Solid","Light Yellow","Swimwear","Fully lined bikini bottoms with a low waist and a frill at the sides."
"0699755081","YATE hood","Hoodie","Garment Upper body","Front print","Dark Blue","Jersey Fancy","Top in printed sweatshirt fabric with a jersey-lined, drawstring hood with a wrapover front. Long sleeves, a kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside."
"0341242007","Dave waistcoat","Tailored Waistcoat","Garment Upper body","Solid","Dark Grey","Dressed","Suit waistcoat in woven fabric with lining fabric at the back. Buttons at the front, a chest pocket, welt front pockets and an adjustable tab at the back. Lined."
"0805279002","Totte set","Skirt","Garment Lower body","All over pattern","Dark Blue","Dresses/Skirts girls","Set with a dungaree dress and top in soft cotton. Dress in slightly stretchy narrow-wale corduroy with elastication at the sides and adjustable straps with metal fasteners. Unlined. Long-sleeved top in jersey."
"0671553002","Camille cardigan","Cardigan","Garment Upper body","Solid","Black","Knitwear","Long-sleeved cardigan in a soft fine knit with a V-neck and buttons down the front. Ribbing around the neckline, cuffs and hem."
"0638870002","Anton Cable sweater","Sweater","Garment Upper body","Solid","Dark Blue","Knitwear","Jumper in a soft cable knit with long sleeves and ribbing around the neckline, cuffs and hem."
"0875469005","Rib tank Umami","Vest top","Garment Upper body","Solid","Yellow","Jersey Fancy","Fitted vest top in stretch, ribbed cotton jersey."
"0689014014","Brooklyn cargo TP","Trousers","Garment Lower body","All over pattern","Greenish Khaki","Trousers","Cargo trousers in stretch cotton twill with an elasticated drawstring waist and fake fly. Side pockets, flap leg pockets with a hook and loop fastening and fake back pockets. Tapered legs with shaping seams at the knees and ribbed hems."
"0797988003","Furby Roll Neck","Sweater","Garment Upper body","Solid","Dark Green","Knitwear","Fitted jumper in a soft rib knit with a foldover polo neck and long sleeves."
"0579165001","Fries & Ties shirt TP","Shirt","Garment Upper body","Solid","White","Shirts","Smart shirt in a woven cotton blend with a button-down collar, buttons down the front and buttoned cuffs. Matching tie or bow tie."
"0705401001","Penny partydress","Dress","Garment Full body","Glittering/Metallic","Off White","Woven/Jersey/Knitted mix Baby","Sleeveless dress in pleated, glittery tulle with wide satin shoulder straps and a wrapover bodice. Press-studs and a detachable satin bow at the back, a seam at the top and a double-layered tulle skirt for added volume. Lined."
"0927553002","Nutmeg Top","Vest top","Garment Upper body","Solid","Black","Jersey Fancy","Cropped, V-neck bralette top with draped cups, narrow, adjustable shoulder straps and smocking at the back. Lined."
"0935694001","ES SOLLA SS","T-shirt","Garment Upper body","Front print","Light Pink","Jersey Fancy","T-shirt in soft, printed cotton jersey."
"0801961005","Louise Dress Follow up","Dress","Garment Full body","Solid","Light Orange","Dresses/Skirts girls","Dress in woven fabric with a small opening and button at the back of the neck, 3/4-length sleeves with a flounced trim, and a flounce at the hem. Slightly longer at the back. Unlined."
"0618028002","Jeff chambray","Shorts","Garment Lower body","Chambray","Light Blue","Shorts","Knee-length shorts in soft washed cotton with an elasticated drawstring waist, fake fly, side pockets and welt back pockets."
"0880731002","Sonoran Kaftan","Dress","Garment Full body","All over pattern","Dark Grey","Dresses Ladies","Long kaftan in a crinkled weave with a slight sheen. V-neck and gathered seams under the bust and at the back to create a gentle draping effect. Short, wide sleeves that are open at the top, and a rounded hem. Lined."
"0655869003","Flirty Stella necklace","Necklace","Accessories","Solid","Light Orange","Accessories","Three-strand neckline of thin metal chains with two pendants. Adjustable length, 39-47 cm."
"0658978001","Callie Slim Leg Slack RW","Trousers","Garment Lower body","Check","Dark Red","Trousers","Ankle-length trousers in checked twill with a regular waist, zip fly and button, side pockets, fake welt back pockets and straight-cut legs that taper to the hem."
"0850882001","WIDELEG PULL ON ANKLE CORA 89","Trousers","Garment Lower body","Denim","Blue","Trousers Denim","Wide, ankle-length jeans in washed, lightweight cotton denim with an elasticated waist and pockets in the side seams."
"0881125002","CRAIG hood DEAL","Hoodie","Garment Upper body","Front print","Dark Orange","Jersey Fancy","Top in sweatshirt fabric with a print motif, jersey-lined hood with a wrapover front, long sleeves with ribbed cuffs and wide ribbing at the hem. Soft brushed inside."
"0820455003","Venice canvas SG","Sneakers","Shoes","Solid","Off White","Shoes","Slip-on trainers in cotton canvas with an elastic gore at the front. Canvas linings and insoles and patterned soles."
"0712406007","Sandy HW wide full","Trousers","Garment Lower body","Solid","Dark Blue","Trousers","Trousers in woven fabric with a high waist, hook-and-eye fasteners and zip fly. Side pockets and straight, wide legs."
"0741814001","Bagira Soft Body","Underwear body","Underwear","Solid","Black","Under-, Nightwear","Soft body in lace and mesh with soft, mesh-lined cups that give the bust a natural shape and light support. Deep V-neck front and back and a lined gusset."
"0925170002","Amy SET","Garment Set","Garment Full body","All over pattern","Grey","Jersey Fancy","Set with a top in sweatshirt fabric and pair of leggings in cotton jersey. Top with long sleeves and ribbing around the neckline, cuffs and hem. Leggings with covered elastication at the waist."
"0550362003","Premium Kurt","Skirt","Garment Lower body","Solid","Greenish Khaki","Unknown","Calf-length skirt in a silk blend with a high waist and concealed zip in one side."
"0669384001","RC Kvaser jacket","Jacket","Garment Upper body","Solid","White","Unknown","Twill jacket with a collar, buttons down the front, flap chest pockets with a press-stud and side pockets. Adjustable tabs and buttons at the sides and buttoned cuffs."
"0693499001","Margarita Push Body Harlow","Underwear body","Underwear","Solid","Black","Under-, Nightwear","Push-up body in lace and mesh with underwired, moulded, padded cups for a larger bust and fuller cleavage. Narrow, adjustable shoulder straps, a lace bodice with a hook-and-eye fastening at the top, string back and lined gusset with press-studs."
"0800155001","LOGG Whitney dress","Dress","Garment Full body","Solid","Red","Knitwear","Calf-length dress in a soft rib knit containing some wool with long sleeves and a wrapover front with wide ties at one side."
"0839167002","CAROLYN dress (new)","Dress","Garment Full body","Glittering/Metallic","Dark Red","Jersey Basic","Dress in sweatshirt fabric with a flounced trim at the top, long sleeves and ribbing around the neckline and cuffs. The cotton content of the dress is organic."
"0469137017","Juan lace strap top","Top","Garment Upper body","Solid","Dark Blue","Jersey Fancy","Top in softly draping, ribbed jersey with a sheen. Narrow shoulder straps, a V-neck at the front and a lace trim at the top."
"0676123001","Louis wide","Trousers","Garment Lower body","Solid","Black","Trousers","Trousers in woven fabric with a high waist, zip fly, hook-and-eye fastener and tie belt. Side pockets and straight, wide legs with creases front and back."
"0528059004","Burlington cardigan","Cardigan","Garment Upper body","Melange","Pink","Knitwear","Long-sleeved cardigan in a soft knit with a lightly brushed finish and no buttons."
"0842792001","ED Toulouse skirt","Skirt","Garment Lower body","All over pattern","Light Orange","Trousers","Calf-length skirt in a patterned viscose crêpe weave with a high waist and concealed zip in one side. Unlined."
"0547871003","Perrie Fancy","Trousers","Garment Lower body","Solid","Light Blue","Trousers","5-pocket, ankle-length jeans in washed denim with a high waist and gently tapered legs with raw-edge hems."
"0894775001","Denia 2p Micro Bea Pad Bandeau","Bra","Underwear","Solid","Black","Under-, Nightwear","Strapless bandeau bras in microfibre with jersey-lined cups and removable inserts that shape the bust and provide good support. Side support and a wide lace trim at the hem. No fasteners."
"0708340001","MAMA TOBAGO ONEPIECE","Top","Garment Upper body","Solid","Black","Jersey Fancy","Ankle-length jumpsuit in fast-drying functional fabric with a V-neck, narrow adjustable shoulder straps and gathers in the side seams for best fit over the tummy."
"0860797001","Calypso Push","Bra","Underwear","Solid","Black","Under-, Nightwear","Push-up bra in lace and mesh with underwired, padded cups for a larger bust and fuller cleavage. Adjustable shoulder straps and a hook-and-eye fastening at the back."
"0663515005","Doris Twill TRS","Trousers","Garment Lower body","Solid","Black","Trousers","High-waisted trousers in stretch cotton twill with a zip fly, back pockets and slim legs with raw-edge hems."
"0886474002","PQ BELGRADE SILK SKIRT","Skirt","Garment Lower body","Solid","Dark Beige","Unknown","Calf-length skirt in silk crêpe. High waist with covered elastication."
"0906258001","DAISY L/S TOP","Top","Garment Upper body","Solid","White","Jersey Fancy","Fitted, long-sleeved top in soft jersey made from a modal and cotton blend."
"0875948001","Steph midsize bag","Bag","Accessories","Solid","Black","Accessories","Shoulder bag in imitation leather with a zip at the top and a sturdy, adjustable shoulder strap with a metal buckle. One zipped outer compartment. Lined. Depth 10 cm. Height 27 cm. Width 33.5 cm."
"0621746001","Voltaire shorts","Shorts","Garment Lower body","Solid","Black","Shorts","Short shorts in a Tencel™ lyocell weave with a high, elasticated waist with a sewn-on tie belt. Zip fly with a concealed fastening and patch side pockets."
"0771283001","Bardot Cord Skirt","Skirt","Garment Lower body","Solid","Light Pink","Dresses/Skirts girls","Skirt in stretch cotton corduroy with patch front pockets and a zip fly and button."
"0651242002","PRICE IS RIGHT SHORTS ISW 19","Shorts","Garment Lower body","All over pattern","Dark Blue","Jersey Fancy","Short shorts in sweatshirt fabric with an elasticated drawstring waist, side pockets and slits in the sides."
"0579704001","charlie college sweater","Sweater","Garment Upper body","Embroidery","White","Jersey Fancy","Long-sleeved top in sweatshirt fabric with embroidery on the front and sleeves. Ribbing around the neckline, cuffs and hem. Soft brushed inside."
"0645431001","AMALIE bib dress","Dress","Garment Full body","Stripe","Yellowish Brown","Woven/Jersey/Knitted mix Baby","Baby Exclusive. Dungaree dress in a patterned organic cotton weave with an elasticated waist and adjustable straps that cross and fasten at the back. Lined."
"0571484007","HM+ Rosa padded bra","Bra","Underwear","Lace","Light Pink","Under-, Nightwear","Bra in microfibre and lace with underwired, padded cups that shape the bust and provide extra-firm support. Wide, adjustable shoulder straps and a hook-and-eye fastening at the back."
